week_start,week_end,target_price_median,target_price_mean,target_price_last,target_price_min,target_price_max,target_last_year_price_mean,target_mom_pct_mean,obs_days,valid_days,missing_ratio,target_source,target_status,is_source_gap,is_holiday_gap,is_boundary_week,target_notes,month_key,month_to_week_method,is_monthly_carried,nat_price_reference_date,nat_hog_price_weekly,nat_corn_price_weekly,nat_soymeal_price_weekly,nat_piglet_price_weekly,nat_feed_price_weekly,nat_price_source,nat_price_date_role,monthly_breeding_sow_inventory,monthly_breeding_sow_inventory_mom,monthly_breeding_sow_inventory_yoy,monthly_hog_exfarm_price,monthly_hog_exfarm_price_mom,monthly_hog_exfarm_price_yoy,monthly_report_publish_date,monthly_core_validation_flag,monthly_core_validation_notes,monthly_hog_inventory_mom_pct,monthly_hog_inventory_yoy_pct,monthly_scs_breeding_sow_inventory_mom_pct,monthly_scs_breeding_sow_inventory_yoy_pct,monthly_scs_validation_flag,monthly_scs_validation_notes,nat_feature_available,monthly_feature_available,target_price_model,imputed_flag,imputation_method,imputation_scope,target_log_price,target_pct_change_1w,target_pct_change_4w,target_yoy_52w,target_ma_4w,target_ma_12w,target_volatility_4w,target_volatility_12w,spread_vs_nat_hog,ratio_vs_corn,ratio_vs_soymeal,event_asf,month_no,week_of_year
2014-12-15,2014-12-21,13.37,13.579999999999998,13.29,13.27,14.6,15.386000000000001,-0.00118,5,5,0.2857,soozhu_henan_hog_daily,complete_week,False,False,True,boundary_week,2014-12,calendar_month_flat_fill,True,2014-12-17,13.86,2.47,3.87,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.37,False,,,2.5930133911138515,,,,,,,,-0.4900000000000002,5.412955465587044,3.4547803617571056,0,12,51
2014-12-22,2014-12-28,13.0,13.043333333333335,13.0,13.0,13.13,15.255,-0.0014333333333333333,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2014-12,calendar_month_flat_fill,True,2014-12-24,13.7,2.46,3.84,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.0,False,,,2.5649493574615367,-0.027673896783844354,,,13.184999999999999,,,,-0.6999999999999993,5.284552845528455,3.385416666666667,0,12,52
2014-12-29,2015-01-04,13.05,13.061666666666667,13.2,12.97,13.2,14.75,-0.00115,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2014-12,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,13.05,False,,,2.5687881337687024,0.0038461538461538325,,,13.14,,0.02228804154381503,,,,,0,12,1
2015-01-05,2015-01-11,13.4,13.392857142857142,13.37,13.33,13.5,14.200000000000001,-0.0005714285714285715,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-01,calendar_month_flat_fill,True,2015-01-07,13.47,2.44,3.79,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.4,False,,,2.5952547069568657,0.026819923371647514,,,13.205,13.205,0.027358375052462587,,-0.07000000000000028,5.491803278688525,3.5356200527704487,0,1,2
2015-01-12,2015-01-18,13.25,13.254285714285714,13.28,13.16,13.38,12.83,0.00034285714285714285,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-01,calendar_month_flat_fill,True,2015-01-14,13.47,2.43,3.76,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.25,False,,,2.583997552432231,-0.011194029850746245,-0.008975317875841382,,13.175,13.213999999999999,0.02315480132433067,0.02315480132433067,-0.22000000000000064,5.4526748971193415,3.523936170212766,0,1,3
2015-01-19,2015-01-25,13.0,13.04142857142857,12.78,12.77,13.5,12.042857142857143,0.0008285714285714286,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-01,calendar_month_flat_fill,True,2015-01-21,13.39,2.42,3.71,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.0,False,,,2.5649493574615367,-0.018867924528301883,0.0,,13.175,13.178333333333333,0.020127218952398322,0.02141667633113053,-0.39000000000000057,5.371900826446281,3.5040431266846364,0,1,4
2015-01-26,2015-02-01,12.75,12.667142857142858,12.3,12.3,12.8,12.061428571428573,0.0005142857142857143,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-01,calendar_month_flat_fill,True,2015-01-28,13.2,2.41,3.67,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,12.75,False,,,2.545531271604435,-0.019230769230769273,-0.02298850574712652,,13.1,13.117142857142856,0.021940669752289303,0.01996889114625268,-0.4499999999999993,5.29045643153527,3.474114441416894,0,1,5
2015-02-02,2015-02-08,12.0,11.968571428571428,11.6,11.6,12.13,12.25,-0.00022857142857142854,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-02,calendar_month_flat_fill,True,2015-02-04,12.99,2.41,3.62,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,12.0,False,,,2.4849066497880004,-0.05882352941176472,-0.10447761194029848,,12.75,12.9775,0.021517852557913036,0.026559858036356715,-0.9900000000000002,4.979253112033195,3.314917127071823,0,2,6
2015-02-09,2015-02-15,11.73,11.70142857142857,11.8,11.53,11.87,12.299999999999999,-0.0004714285714285714,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-02,calendar_month_flat_fill,True,2015-02-11,12.68,2.4,3.59,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.73,False,,,2.462149662665384,-0.022499999999999964,-0.1147169811320754,,12.370000000000001,12.838888888888889,0.019380934161380658,0.024731537824809028,-0.9499999999999993,4.8875,3.2674094707520895,0,2,7
2015-02-16,2015-02-22,11.7,11.717142857142857,11.8,11.6,11.9,12.018571428571429,-0.00024285714285714283,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-02,calendar_month_flat_fill,True,2015-02-17,12.62,2.41,3.59,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.7,False,,,2.4595888418037104,-0.002557544757033292,-0.10000000000000009,,12.045,12.725,0.023698157949046433,0.023561206461504235,-0.9199999999999999,4.854771784232365,3.2590529247910864,0,2,8
2015-02-23,2015-03-01,11.75,11.754285714285714,11.53,11.53,11.9,11.75,1.4285714285714292e-05,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-02,calendar_month_flat_fill,True,2015-02-25,12.56,2.41,3.59,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.75,False,,,2.463853240590168,0.004273504273504258,-0.07843137254901966,,11.795,12.636363636363637,0.028325019507249045,0.022990455291241524,-0.8100000000000005,4.87551867219917,3.272980501392758,0,2,9
2015-03-02,2015-03-08,11.4,11.334285714285715,11.2,11.04,11.65,11.377142857142857,-1.428571428571428e-05,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-03,calendar_month_flat_fill,True,2015-03-04,12.4,2.41,3.6,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.4,False,,,2.4336133554004498,-0.029787234042553123,-0.04999999999999993,,11.645,12.533333333333333,0.016113862914352465,0.02241848100529353,-1.0,4.730290456431535,3.1666666666666665,0,3,10
2015-03-09,2015-03-15,11.08,11.058571428571428,11.1,10.93,11.25,10.884285714285713,0.00015714285714285716,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-03,calendar_month_flat_fill,True,2015-03-11,12.23,2.41,3.59,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.08,False,,,2.405141681319138,-0.028070175438596467,-0.055413469735720366,,11.482499999999998,12.3425,0.017436096026970216,0.021749402064961808,-1.1500000000000004,4.597510373443983,3.086350974930362,0,3,11
2015-03-16,2015-03-22,11.32,11.308571428571428,11.45,11.1,11.45,10.507142857142856,0.0007857142857142856,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-03,calendar_month_flat_fill,True,2015-03-18,12.16,2.41,3.58,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.32,False,,,2.4265710727750367,0.02166064981949467,-0.03247863247863236,,11.3875,12.2025,0.025218294231196405,0.02376956402140509,-0.8399999999999999,4.6970954356846475,3.1620111731843576,0,3,12
2015-03-23,2015-03-29,11.93,11.945714285714287,12.25,11.5,12.25,10.175714285714283,0.0017285714285714285,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-03,calendar_month_flat_fill,True,2015-03-25,12.29,2.43,3.58,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,11.93,False,,,2.4790562361098245,0.05388692579505294,0.015319148936170146,,11.432500000000001,12.109166666666667,0.04070201915076176,0.030175878658035376,-0.35999999999999943,4.909465020576131,3.3324022346368714,0,3,13
2015-03-30,2015-04-05,12.3,12.334285714285715,12.27,12.23,12.48,10.185714285714285,0.0021,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-03,calendar_month_flat_fill,True,2015-04-01,12.56,2.43,3.57,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,12.3,False,,,2.509599262378372,0.031014249790444426,0.07894736842105265,,11.6575,12.0175,0.03455704550859922,0.030624593345788674,-0.2599999999999998,5.061728395061729,3.4453781512605044,0,3,14
2015-04-06,2015-04-12,12.2,12.184285714285712,12.33,11.9,12.33,10.262857142857143,0.0018571428571428573,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-04,calendar_month_flat_fill,True,2015-04-08,12.68,2.44,3.56,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,12.2,False,,,2.501435951739211,-0.008130081300813163,0.10108303249097461,,11.9375,11.93,0.025682447783253275,0.03059632356100554,-0.4800000000000004,5.0,3.426966292134831,0,4,15
2015-04-13,2015-04-19,12.54,12.614285714285714,13.07,12.35,13.07,10.290000000000001,0.0022571428571428573,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-04,calendar_month_flat_fill,True,2015-04-15,12.8,2.44,3.54,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,12.54,False,,,2.5289235352047745,0.02786885245901649,0.10777385159010588,,12.2425,11.891666666666667,0.025632505453133506,0.031819017515283224,-0.26000000000000156,5.139344262295082,3.542372881355932,0,4,16
2015-04-20,2015-04-26,13.4,13.334285714285715,13.4,12.92,13.6,10.505714285714285,0.0027,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-04,calendar_month_flat_fill,True,2015-04-22,13.11,2.44,3.52,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.4,False,,,2.5952547069568657,0.06858054226475296,0.12321877619446786,,12.61,11.945833333333333,0.03134656174356945,0.03726159093523447,0.2900000000000009,5.491803278688525,3.806818181818182,0,4,17
2015-04-27,2015-05-03,13.3,13.338571428571429,13.9,13.08,13.9,10.53,0.0026428571428571425,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-04,calendar_month_flat_fill,True,2015-04-29,13.4,2.44,3.51,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.3,False,,,2.5877640352277083,-0.007462686567164201,0.08130081300813008,,12.86,12.054166666666667,0.03636529985596784,0.03184743948951001,-0.09999999999999964,5.450819672131148,3.7891737891737898,0,4,18
2015-05-04,2015-05-10,13.8,13.84142857142857,13.97,13.77,13.97,12.03,0.0015857142857142858,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-05,calendar_month_flat_fill,True,2015-05-06,13.58,2.45,3.5,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.8,False,,,2.624668592163159,0.03759398496240607,0.1311475409836067,,13.26,12.226666666666667,0.03132249002043641,0.03114992575312448,0.22000000000000064,5.63265306122449,3.942857142857143,0,5,19
2015-05-11,2015-05-17,13.73,13.784285714285714,14.03,13.7,14.03,13.164285714285715,0.00048571428571428566,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-05,calendar_month_flat_fill,True,2015-05-13,13.82,2.46,3.48,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.73,False,,,2.6195832197798796,-0.005072463768115987,0.09489633173843703,,13.5575,12.395833333333334,0.03654192494466656,0.031280172653288474,-0.08999999999999986,5.581300813008131,3.945402298850575,0,5,20
2015-05-18,2015-05-24,13.95,13.968571428571428,14.0,13.9,14.05,13.454285714285716,0.00037142857142857143,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-05,calendar_month_flat_fill,True,2015-05-20,14.05,2.46,3.46,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,13.95,False,,,2.6354795082673745,0.016023306627822143,0.041044776119402826,,13.695,12.579166666666666,0.02105184123062661,0.031136276350794075,-0.10000000000000142,5.670731707317073,4.03179190751445,0,5,21
2015-05-25,2015-05-31,14.08,14.075714285714286,14.1,14.0,14.2,12.964285714285714,0.0008428571428571428,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-05,calendar_month_flat_fill,True,2015-05-27,14.24,2.46,3.43,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,14.08,False,,,2.644755350729896,0.00931899641577072,0.05864661654135328,,13.89,12.8025,0.017753610944074343,0.02792103501902664,-0.16000000000000014,5.723577235772358,4.104956268221574,0,5,22
2015-06-01,2015-06-07,14.4,14.385714285714286,14.43,14.25,14.47,12.799999999999999,0.0012428571428571428,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-06,calendar_month_flat_fill,True,2015-06-03,14.39,2.47,3.39,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,14.4,False,,,2.667228206581955,0.022727272727272707,0.04347826086956519,,14.04,13.079166666666667,0.011883615522233312,0.023836600077669565,0.009999999999999787,5.82995951417004,4.247787610619469,0,6,23
2015-06-08,2015-06-14,14.9,14.783333333333333,14.9,14.5,14.9,12.878333333333332,0.0014666666666666667,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-06,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,14.9,False,,,2.7013612129514133,0.03472222222222232,0.08521485797523676,,14.3325,13.3775,0.01083407029426943,0.024099816590327106,,,,0,6,24
2015-06-15,2015-06-21,15.0,15.01,15.05,14.93,15.07,12.742857142857144,0.0017857142857142857,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-06,calendar_month_flat_fill,True,2015-06-17,14.82,2.46,3.3,,,moa_xm_weekly,collect_date,,,,,,,,,,,,,,,,True,False,15.0,False,,,2.70805020110221,0.006711409395973034,0.07526881720430123,,14.594999999999999,13.633333333333335,0.012964366522335406,0.022471274808392235,0.17999999999999972,6.097560975609756,4.545454545454546,0,6,25
2015-06-22,2015-06-28,15.3,15.365714285714287,15.3,15.03,15.8,12.735714285714286,0.002057142857142857,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-06,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,15.3,False,,,2.72785282839839,0.020000000000000018,0.08664772727272729,,14.9,13.883333333333333,0.011495509307084864,0.02218089072152687,,,,0,6,26
2015-06-29,2015-07-05,16.2,16.361428571428572,17.0,15.8,17.0,12.744285714285715,0.002828571428571429,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-06,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.2,False,,,2.785011242238338,0.05882352941176472,0.125,,15.350000000000001,14.216666666666669,0.022326644395132152,0.02324833591741914,,,,0,6,27
